term,estimate,std.error,statistic,p.value,conf.low,conf.high,relative_time,visual_time
relative_time::-5,-0.52432060917294665,0.09967037251974711,-5.260546297938899,1.4722612430050468e-7,-0.7196995410015926,-0.3289416773443007,-5,-1
NA,0,NA,NA,NA,0,0,-3,0
relative_time::0,0.860488338411571,0.08148986409483334,10.559452368336052,6.710829024543381e-26,0.7007477635626543,1.0202289132604876,0,1
relative_time::3,0.98510967602436,0.10463756007450288,9.414493947708195,6.0495512474885185e-21,0.7799938106004427,1.1902255414482772,3,2
relative_time::5,1.0032702541575031,0.12661810175754873,7.923592600358108,2.6076262904454753e-15,0.7550670133533276,1.2514734949616786,5,3
