="",="(1)",=""
="",="",=""
="Effect_1",="1.022",="(0.717)"
="Effect_2",="0.360",="(0.256)"
="Effect_3",="1.844**",="(0.594)"
="Placebo_1",="-0.159",="(0.198)"
="Av_tot_eff",="1.548*",="(0.742)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
