="",="(1)",=""
="",="",=""
="Effect_1",="0.723***",="(0.0870)"
="Effect_2",="0.952**",="(0.365)"
="Effect_3",="1.309*",="(0.656)"
="Placebo_1",="-0.506***",="(0.0776)"
="Av_tot_eff",="1.121***",="(0.327)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
