="",="(1)",=""
="",="",=""
="Effect_1",="0.386***",="(0.0801)"
="Effect_2",="0.514**",="(0.175)"
="Effect_3",="0.776**",="(0.299)"
="Placebo_1",="-0.485***",="(0.0817)"
="Av_tot_eff",="0.674***",="(0.197)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
