="",="(1)",=""
="",="",=""
="Effect_1",="0.836***",="(0.201)"
="Effect_2",="0.957***",="(0.290)"
="Effect_3",="4.442***",="(0.562)"
="Placebo_1",="-2.342***",="(0.201)"
="Av_tot_eff",="2.529***",="(0.434)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
