="",="(1)",=""
="",="",=""
="Effect_1",="-0.177",="(0.0973)"
="Effect_2",="0.804",="(0.627)"
="Effect_3",="4.418***",="(1.100)"
="Placebo_1",="-0.345",="(0.198)"
="Av_tot_eff",="1.380**",="(0.425)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
