="",="(1)",=""
="",="",=""
="Effect_1",="0.183",="(0.169)"
="Effect_2",="-0.953**",="(0.369)"
="Effect_3",="0.276",="(0.666)"
="Placebo_1",="-0.595***",="(0.110)"
="Av_tot_eff",="-0.236",="(0.331)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
