="",="(1)",=""
="",="",=""
="Effect_1",="0.390**",="(0.127)"
="Effect_2",="0.665",="(0.371)"
="Effect_3",="7.082*",="(3.430)"
="Placebo_1",="-0.737***",="(0.148)"
="Av_tot_eff",="0.669**",="(0.216)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
