="",="(1)",=""
="",="",=""
="Effect_1",="0.268*",="(0.109)"
="Effect_2",="0.331",="(0.587)"
="Effect_3",="-2.179***",="(0.556)"
="Placebo_1",="-0.220*",="(0.0990)"
="Av_tot_eff",="-0.337",="(0.386)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
