="",="(1)",=""
="",="",=""
="Effect_1",="0.506**",="(0.159)"
="Effect_2",="1.501***",="(0.299)"
="Effect_3",="0.162",="(0.455)"
="Placebo_1",="-0.0202",="(0.208)"
="Av_tot_eff",="1.488**",="(0.458)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
