="",="(1)",=""
="",="",=""
="Effect_1",="1.023***",="(0.208)"
="Effect_2",="0.445**",="(0.168)"
="Effect_3",="0.642",="(0.429)"
="Placebo_1",="0.0870",="(0.0752)"
="Av_tot_eff",="1.142***",="(0.220)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
