="",="(1)",=""
="",="",=""
="Effect_1",="0.152**",="(0.0580)"
="Effect_2",="0.155",="(0.137)"
="Effect_3",="0.290",="(0.202)"
="Placebo_1",="0.00945",="(0.0938)"
="Av_tot_eff",="0.242",="(0.145)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
