="",="(1)",=""
="",="",=""
="Effect_1",="1.254***",="(0.150)"
="Effect_2",="1.933***",="(0.407)"
="Effect_3",="3.685***",="(0.294)"
="Placebo_1",="-0.684***",="(0.113)"
="Av_tot_eff",="2.183***",="(0.290)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
