="",="(1)",=""
="",="",=""
="Effect_1",="1.644***",="(0.145)"
="Effect_2",="1.945***",="(0.204)"
="Effect_3",="2.665***",="(0.268)"
="Placebo_1",="-0.0201",="(0.232)"
="Av_tot_eff",="5.366***",="(0.465)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
