="",="(1)",=""
="",="",=""
="Effect_1",="0.440***",="(0.119)"
="Effect_2",="1.515***",="(0.212)"
="Effect_3",="3.302***",="(0.470)"
="Placebo_1",="-0.969***",="(0.140)"
="Av_tot_eff",="1.991***",="(0.273)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
