="",="(1)",=""
="",="",=""
="Effect_1",="0.696***",="(0.0889)"
="Effect_2",="0.588***",="(0.131)"
="Effect_3",="1.551***",="(0.266)"
="Placebo_1",="-1.076***",="(0.125)"
="Av_tot_eff",="1.142***",="(0.158)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
