="",="(1)",=""
="",="",=""
="Effect_1",="0.673***",="(0.111)"
="Effect_2",="2.567***",="(0.706)"
="Effect_3",="3.401*",="(1.399)"
="Placebo_1",="-0.703***",="(0.110)"
="Av_tot_eff",="2.466***",="(0.724)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
