="",="(1)",=""
="",="",=""
="Effect_1",="0.670***",="(0.176)"
="Effect_2",="0.957**",="(0.371)"
="Effect_3",="2.228***",="(0.325)"
="Placebo_1",="-0.752**",="(0.244)"
="Av_tot_eff",="1.696***",="(0.343)"
="R-sq",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
