event_time,relative_time,estimate,conf.low,conf.high
-1,-5,0.28286493324563233,-0.21727130210079726,0.7830011685920619
0,-3,0,0,0
1,0,-0.28298384982575253,-0.7899647327584756,0.2239970331069705
2,3,-0.2157012669902338,-1.236884615645868,0.8054820816654003
3,5,0.008027140031905031,-1.591871290903123,1.607925570966933
