event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.30113265678252527,-0.5468610419549476,-0.055404271610103
0,-3,0,0,0
1,0,0.20922701818143627,0.007710476535577271,0.41074355982729527
2,3,0.42786478626148083,0.10963193240932351,0.7460976401136381
3,5,0.5488967912990648,0.14463461790626603,0.9531589646918635
