event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.1641086974101821,-0.4801975559071525,0.15198016108678827
0,-3,0,0,0
1,0,0.34901459776506866,0.03681857406425032,0.661210621465887
2,3,0.2210183340028799,-0.27763744359414283,0.7196741115999026
3,5,0.10292750355141041,-0.6404700629711096,0.8463250700739305
