event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.417020592463593,-0.6317499074297172,-0.20229127749746892
0,-3,0,0,0
1,0,0.19819731079762523,-0.019880989376563907,0.41627561097181437
2,3,0.3882897439011536,0.03176215928968962,0.7448173285126176
3,5,0.520949173648021,-0.012847778800737175,1.054746126096779
