event_time,relative_time,estimate,conf.low,conf.high
-1,-5,0.24327251136424977,-0.007934911898007158,0.4944799346265067
0,-3,0,0,0
1,0,0.6815825352250757,0.46501003474522723,0.8981550357049242
2,3,1.3786561588206,1.0243535078912638,1.7329588097499364
3,5,1.6827891205609018,1.1963527274828816,2.169225513638922
