event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.30604037501884235,-0.7513745291624925,0.13929377912480784
0,-3,0,0,0
1,0,0.6505318990974289,0.1852426105109568,1.115821187683901
2,3,1.2777890442854758,0.4298704354457421,2.1257076531252093
3,5,1.0442754123685312,-0.22140811876980093,2.3099589435068633
