event_time,relative_time,estimate,conf.low,conf.high
-1,-5,0.30576333059662675,-0.40225859656622687,1.0137852577594804
0,-3,0,0,0
1,0,0.49984096408429823,-0.15389923633544245,1.1535811645040388
2,3,0.16155913317092663,-0.9550862317387431,1.2782044980805964
3,5,0.11612507426824685,-1.6318907554411348,1.8641409039776287
