event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-3.0001911164769295,-4.484803883301664,-1.5155783496521948
0,-3,0,0,0
1,0,2.473865845678017,1.3056651411072284,3.6420665502488054
2,3,3.476344180403401,1.2811111345798953,5.671577226226907
3,5,5.358282007352148,1.9404452917007071,8.77611872300359
