event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.7699853878034911,-1.216684995095797,-0.32328578051118534
0,-3,0,0,0
1,0,0.17202006964846622,-0.1734535775250292,0.5174937168219617
2,3,1.41530458449977,0.8907511005055653,1.9398580684939748
3,5,2.4251442915084107,1.5908883705648804,3.259400212451941
