event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-1.8002803895208972,-2.382995480964383,-1.2175652980774112
0,-3,0,0,0
1,0,0.9922560116143818,0.10995580394068394,1.8745562192880798
2,3,2.4948624335549234,0.7408983888215037,4.248826478288343
3,5,5.459895650696662,2.4344980194954324,8.485293281897892
