event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.16025579811900706,-0.3860884409108353,0.06557684467282113
0,-3,0,0,0
1,0,0.6252969284735298,0.41776007973747364,0.832833777209586
2,3,0.9522766407105312,0.6208656383610209,1.2836876430600415
3,5,1.1510856734790718,0.6847522629143068,1.6174190840438367
