event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.4749720081763084,-0.6841879900094856,-0.2657560263431312
0,-3,0,0,0
1,0,1.0499044973476455,0.8575097030497185,1.2422992916455724
2,3,1.6632951586807863,1.3412016454447173,1.9853886719168552
3,5,2.2863370055435754,1.8270964485578367,2.745577562529314
