event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-0.8784181999242651,-1.1105411252047501,-0.6462952746437801
0,-3,0,0,0
1,0,1.004903715222653,0.7885651500939347,1.2212422803513714
2,3,1.3764876789582514,1.0379574895237602,1.7150178683927426
3,5,1.821439159425239,1.3494053242119997,2.293472994638478
