event_time,relative_time,estimate,conf.low,conf.high
-1,-5,2.4366986651885614,1.590009917109413,3.2833874132677097
0,-3,0,0,0
1,0,-2.3887815051653782,-2.930639942045436,-1.8469230682853204
2,3,-4.44627832452251,-5.658751288109039,-3.23380536093598
3,5,-7.325974709001894,-8.991083075091417,-5.660866342912371
