event_time,relative_time,estimate,conf.low,conf.high
-1,-5,-2.9343131250575745,-3.8577931820091287,-2.0108330681060202
0,-3,0,0,0
1,0,2.377218225888136,1.467720946615156,3.2867155051611157
2,3,6.093090774123279,4.2702029564162345,7.915978591830324
3,5,7.289518108483328,4.648421986428334,9.930614230538323
