...1,dhs_id,country,iso3,adm2,lat,lon,treated,log_treated_other_funder_n,log_other_sect_n,year_group,image_file_5k_3yr,iwi_est_post_oda,log_pc_nl_pre_oda,log_avg_min_to_city,log_avg_pop_dens,log_3yr_pre_conflict_deaths,log_disasters,log_ch_loan_proj_n,leader_birthplace,log_dist_km_to_gold,log_dist_km_to_gems,log_dist_km_to_dia,log_dist_km_to_petro,election_year,unsc_aligned_us,unsc_non_aligned_us,country_gini,corruption_control,gov_effectiveness,political_stability,reg_quality,rule_of_law,voice_accountability,landsat578,log_total_neighbor_projs,first_year_group,time,iwi_1990-1992,iwi_1993-1995,iwi_1996-1998,iwi_1999-2001,iwi_2002-2004,iwi_2005-2007,iwi_2008-2010,iwi_2011-2013,iwi_2014-2016,iwi_2017-2019
456,4703,burundi,BDI,c39r16r121,-4.031215,30.138494,0,0,0,2005:2007,./data/dhs_tifs_c1_5k_3yr/burundi_2010/00028.tif,32.055664,0.00589108617233463,4.96786696224532,5.23034192763145,4.20469261939097,-4.60517018598809,-4.60517018598809,0,4.94005926868874,4.12415336092817,6.26476038706414,6.90994205143462,0,0,0,0.334,-0.870818277200063,-1.41151801745097,-2.35078779856364,-1.20262010892232,-1.45399423440297,-1.20796287059784,0,1.38629436111989,2005,2006,15.13671875,15.814208984375,16.072590649128,17.2698974609375,17.8076177835464,17.2460943460464,18.353271484375,18.9697265625,22.91259765625,25.927734375
457,46497,sierra_leone,SLE,c204r1r3,8.64744,-10.99133,0,1.09861228866811,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00259.tif,36.47461,0.00263155824065386,3.43291135715168,7.84900786132382,0,-4.60517018598809,-4.60517018598809,1,4.21012342681868,6.46848048163975,0.665673654979613,6.5622368812622,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.83321334405622,2008,2009,14.94140625,15.14892578125,14.278157055378,15.8843994140625,15.681152045726801,16.0327151417732,16.5985107421875,17.95654296875,19.805908203125,21.35009765625
458,8377,democratic_republic_of_congo,COD,c63r5r19,-7.00494970851977,23.4373456283609,0,0,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/democratic_republic_of_congo_2007/00034.tif,33.577475,7.7583069872834e-4,1.53471436623816,7.88919455188754,3.43398720448515,-4.60517018598809,-4.60517018598809,0,6.12758640363892,6.60678816974281,4.18984274286437,6.92783861009172,0,0,0,0.422,-1.4549872080485,-1.62452828884125,-2.18459788958232,-1.37895504633585,-1.59365403652191,-1.32130348682403,0,2.484906649788,2008,2009,14.80712890625,16.3818359375,17.88330078125,20.86181640625,24.1430670022964,24.0673825144768,26.116943359375,28.8248687982559,29.1748046875,32.3974609375
459,46587,sierra_leone,SLE,c204r2r4,9.49862,-12.24142,0,2.39789527279837,0.693147180559945,2002:2004,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00337.tif,21.52832,0,4.77467852146967,5.49788711630228,7.32712329225929,-4.60517018598809,-4.60517018598809,0,4.90265840324077,6.31937997829845,0.787956931604901,6.3448498251057,0,0,0,0.402,-0.743608395258586,-1.60114109516144,-1.72322332859039,-1.52024165789286,-1.30227609475453,-1.17140467961629,0,3.8286413964891,2002,2003,14.2578125,15.887451171875,13.61083984375,14.5782470703125,14.7436529397964,14.2358392477036,14.6392822265625,15.702311694622,17.96875,19.81201171875
460,54268,zambia,ZMB,c255r2r15,-12.4921126944498,28.1841463301238,0,0,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/zambia_2007/00217.tif,29.44336,0.0448591991999351,4.36415963284546,4.813951084156,0,-4.60517018598809,-4.60517018598809,1,3.19584716000563,2.16215361422698,5.94260705213532,6.94704670635795,0,0,0,0.549333333333333,-0.459139386812846,-0.818888525168101,0.519170125325521,-0.525366147359212,-0.460285027821859,-0.234813123941421,1,1.6094379124341,2011,2012,33.349609375,35.9130859375,37.5813812017441,37.2314453125,40.1123046875,43.9892590045929,47.308349609375,46.9645172357559,50.6103515625,50.146484375
461,54522,zambia,ZMB,c255r10r68,-14.1985299427144,23.4225868573553,0,0,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/zambia_2007/00130.tif,8.880615,0,6.56565612982912,2.14593767793728,0,2.48573963609189,0.00995033085316809,0,5.7984569461698,5.77705606181763,4.37229777867091,6.95689327328343,1,0,0,0.545,-0.514095187187195,-0.860047519207001,0.278628244996071,-0.65512098868688,-0.532237052917481,-0.281556472182274,0,1.09861228866811,2008,2009,11.407470703125,10.888671875,9.85921248793602,8.538818359375,10.8593747019768,11.1901856958866,11.5554809570312,12.528483569622,14.306640625,16.11328125
462,46672,sierra_leone,SLE,c204r3r9,7.69873,-11.75601,0,2.39789527279837,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00036.tif,23.710938,0,4.33816182102694,5.04872212956129,4.9272536851572,-4.60517018598809,-4.60517018598809,0,4.39418827518239,6.61816979472127,2.37312142826588,6.58855025886266,0,0,0,0.402,-0.743608395258586,-1.60114109516144,-1.72322332859039,-1.52024165789286,-1.30227609475453,-1.17140467961629,0,3.68887945411394,2002,2003,13.1591796875,15.679931640625,14.599609375,14.3341064453125,14.250488579273199,13.2360845804214,14.5782470703125,13.960774242878,15.911865234375,17.578125
463,46523,sierra_leone,SLE,c204r2r7,8.64427,-13.20716,0,0,0.693147180559945,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00256.tif,26.961264,0.00329526570633589,5.39833027587927,6.75366898545891,0,-4.60517018598809,-4.60517018598809,1,5.09430903836306,6.50639181256697,4.94127193190921,6.30120718259959,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.39789527279837,2008,2009,24.70703125,25.2685546875,29.8095703125,28.60107421875,29.306641221046398,29.360350966453602,30.2978515625,31.4290374517441,34.06982421875,36.083984375
464,38449,niger,NER,c162r2r4,13.3209928477,12.6049639592,0,1.38629436111989,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/niger_1998/00029.tif,41.552734,0.0218703059585876,6.07147648507737,6.39513137592578,0,1.79342474854712,-4.60517018598809,1,5.66571105676757,5.68465151229596,6.19422995286742,5.1850573144259,1,0,0,0.373,-0.666613797346751,-0.716867009798686,-0.993701219558715,-0.518230547507604,-0.557312061389287,-0.615584194660187,1,0,2011,2012,21.9482421875,19.27490234375,17.76123046875,19.0643310546875,18.8989251852036,20.6469729542732,23.101806640625,23.807780444622,28.90625,32.0068359375
465,46464,sierra_leone,SLE,c204r1r2,7.79532,-11.13737,0,1.09861228866811,0.693147180559945,2005:2007,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00048.tif,19.485474,0,3.3686741899566,4.28079017795859,0,-4.60517018598809,-4.60517018598809,1,4.15750248207158,6.60360574645385,3.78419020313276,6.51199273643489,0,0,0,0.402,-0.854551434516907,-1.37531232833862,-0.762445926666259,-1.20603140195211,-1.2297883828481,-0.40428896745046,0,3.25809653802148,2005,2006,16.50390625,19.073486328125,15.909831225872,16.058349609375,16.1596685647964,14.909668266773199,15.7379150390625,16.398112475872,17.572021484375,19.4091796875
466,4632,burundi,BDI,c39r3r21,-3.397866,29.526568,0,0,1.09861228866811,2008:2010,./data/dhs_tifs_c1_5k_3yr/burundi_2010/00122.tif,10.0484215,0,4.2593880800411,5.78415104757424,5.64897423816121,2.48573963609189,-4.60517018598809,0,4.62031021071569,4.97364905771148,6.28111237985892,6.98951218614959,0,0,0,0.334,-1.07522298892339,-1.21750990549723,-1.44302554925283,-1.25198519229889,-1.06345731019974,-0.690474430720011,0,2.77258872223978,2008,2009,12.359619140625,13.0859375,13.326008617878,14.495849609375,14.41650390625,13.9404296875,14.7247314453125,14.644367992878,17.083740234375,19.1650390625
467,54512,zambia,ZMB,c255r10r66,-16.125567620485,22.095434339165,0,0,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/zambia_2007/00034.tif,14.96338,0,7.16242333681516,1.24868144723044,2.07944154167984,-4.60517018598809,-4.60517018598809,0,6.35856035841016,6.07557401925769,4.0489516915954,6.92734895570851,1,0,0,0.421,-0.814119587341944,-1.05153163274129,0.0145573392510413,-0.47407969335715,-0.491526628533999,-0.408870860934257,0,0,2002,2003,9.698486328125,10.3668212890625,9.47469100356102,8.953857421875,8.48754867911339,8.343505859375,7.9376220703125,10.146077722311,11.6546630859375,13.43994140625
468,46570,sierra_leone,SLE,c204r2r6,9.01745,-10.80256,0,1.09861228866811,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00308.tif,12.0279945,0,5.29765047756033,3.30243136853596,0,-4.60517018598809,-4.60517018598809,1,4.65448093384455,6.4060587200555,3.61598742276754,6.57336460734739,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.39789527279837,2008,2009,15.8447265625,15.2099609375,14.41650390625,15.1123046875,14.604492485523199,14.338378608226801,14.385986328125,14.298503100872,16.30859375,19.775390625
469,8494,democratic_republic_of_congo,COD,c63r9r37,0.516808281286039,25.1891164856063,0,1.94591014905531,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/democratic_republic_of_congo_2007/00252.tif,42.252603,0.00840379938133504,1.62268313918412,8.06329408075744,4.76217393479776,-4.60517018598809,-4.60517018598809,0,6.01180858257773,6.6334799334457,5.81483958690882,6.90776818265587,0,0,0,0.422,-1.4549872080485,-1.62452828884125,-2.18459788958232,-1.37895504633585,-1.59365403652191,-1.32130348682403,0,1.09861228866811,2008,2009,18.7255859375,17.718505859375,19.3359375,20.41015625,20.5541998147964,22.5903317332268,24.957275390625,26.9368499517441,30.56640625,34.4970703125
470,38476,niger,NER,c162r8r34,13.4214645789,8.46572631646,0,0,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/niger_1998/00032.tif,44.352213,0.00657293391512798,4.53188239021826,6.14422704847396,0,2.48573963609189,-4.60517018598809,0,5.51223324023475,4.89200666958512,5.55962387623936,6.19158153716698,0,0,0,0.420333333333333,-0.778185407320658,-0.809435526529948,-0.391079723834992,-0.507803608973821,-0.645325005054474,-0.325398166974386,0,1.09861228866811,2008,2009,22.7783203125,20.52001953125,17.537434399128,15.5059814453125,16.56494140625,15.7373040914536,17.6727294921875,18.452961742878,21.30126953125,24.5361328125
471,54486,zambia,ZMB,c255r9r62,-16.3633518936851,27.4557809739205,0,0,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/zambia_2007/00027.tif,16.425781,0,5.11699531008717,4.13696384710144,0,-4.60517018598809,-4.60517018598809,0,5.25647312008037,2.18805820222036,3.24271505664276,6.70702970505435,1,0,0,0.421,-0.814119587341944,-1.05153163274129,0.0145573392510413,-0.47407969335715,-0.491526628533999,-0.408870860934257,0,1.09861228866811,2002,2003,14.3310546875,15.130615234375,15.230305492878,15.4205322265625,15.424804389476801,15.825195610523199,17.1600341796875,18.123371899128,21.728515625,25
472,38398,niger,NER,c162r6r21,14.4722715816,5.39803870636,0,0,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/niger_1998/00158.tif,21.95638,0,5.18719956876041,4.68876365207842,2.63905732961526,2.48573963609189,-4.60517018598809,0,5.55983796439425,5.04970833801316,5.61730537587128,6.6109572211993,0,0,0,0.420333333333333,-0.778185407320658,-0.809435526529948,-0.391079723834992,-0.507803608973821,-0.645325005054474,-0.325398166974386,0,1.09861228866811,2008,2009,14.4775390625,15.22216796875,14.73388671875,15.2313232421875,15.544433891773199,16.455078125,17.1051025390625,17.5048828125,20.489501953125,24.951171875
473,8310,democratic_republic_of_congo,COD,c63r1r4,3.31174640541849,20.3893918237935,0,1.09861228866811,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/democratic_republic_of_congo_2007/00284.tif,13.085938,0,4.92783322733512,4.60439566576408,2.484906649788,-4.60517018598809,-4.60517018598809,0,5.71932966448478,7.01346980180415,5.26390470410896,6.47410669396552,0,0,0,0.422,-1.4549872080485,-1.62452828884125,-2.18459788958232,-1.37895504633585,-1.59365403652191,-1.32130348682403,0,1.6094379124341,2008,2009,19.73876953125,17.4560546875,18.2861328125,15.9912109375,16.0253912210464,16.0791009664536,15.46630859375,15.034992992878,16.07666015625,18.24951171875
474,8318,democratic_republic_of_congo,COD,c63r1r5,2.67356724686149,19.6332035816914,0,0,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/democratic_republic_of_congo_2007/00274.tif,8.81958,0,5.05465217951303,4.18883358438833,0.693147180559945,-4.60517018598809,-4.60517018598809,0,5.96106983784929,6.93813189509131,5.05633399672922,6.5287698326085,0,0,0,0.422,-1.37733554840088,-1.67367796103159,-2.06693371136983,-1.44797054926555,-1.61495534578959,-1.40212659041087,1,1.09861228866811,2011,2012,18.994140625,16.7724609375,16.650390625,13.2476806640625,12.611083686351801,11.9836427271366,11.4501953125,11.82861328125,13.177490234375,14.63623046875
475,46613,sierra_leone,SLE,c204r3r11,7.94932,-12.45946,0,1.94591014905531,0.693147180559945,2002:2004,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00078.tif,11.848144,0,5.24027621026442,2.79886129646422,4.9272536851572,-4.60517018598809,-4.60517018598809,0,4.58716328128785,6.59036465888087,4.16658123368615,6.48398714977122,0,0,0,0.402,-0.743608395258586,-1.60114109516144,-1.72322332859039,-1.52024165789286,-1.30227609475453,-1.17140467961629,0,3.55534806148941,2002,2003,13.330078125,12.835693359375,12.662760913372,13.6993408203125,13.2470697164536,12.90283203125,13.287353515625,12.947590649128,14.532470703125,15.6982421875
476,8358,democratic_republic_of_congo,COD,c63r5r19,-6.80896992523195,23.9227162187198,0,0,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/democratic_republic_of_congo_2007/00038.tif,13.181153,0,3.85791874643495,5.28228942840864,6.35957386867238,-4.60517018598809,-4.60517018598809,0,6.0798532520255,6.53016911271468,4.1320442917299,6.97901407464095,0,0,0,0.422,-1.45055828491847,-1.7900401353836,-2.45345538854599,-1.86238008737564,-1.82806281248728,-1.71207104126612,0,3.17805383034795,2002,2003,10.125732421875,11.895751953125,11.92626953125,11.1343383789062,11.6650387644768,11.8749998509884,12.6861572265625,12.80517578125,15.069580078125,16.552734375
477,46607,sierra_leone,SLE,c204r3r10,7.46152,-12.42875,0,1.09861228866811,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00012.tif,8.642578,0,5.48363443232179,3.88016397663537,0,1.79342474854712,-4.60517018598809,0,4.89043827358755,6.6605868448312,4.14301237194481,6.54393283330198,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.07944154167984,2008,2009,12.176513671875,14.935302734375,16.389973461628,14.453125,12.781982123851801,12.0092771947384,12.3306274414062,12.919108569622,14.88037109375,17.1875
478,38371,niger,NER,c162r5r18,13.5074796619,2.14416384703,0,0,1.09861228866811,2011:2013,./data/dhs_tifs_c1_5k_3yr/niger_1998/00058.tif,56.20117,0.0171834809450483,1.83524458116779,8.14682529121264,0.693147180559945,1.79342474854712,-4.60517018598809,0,2.22026779872889,5.30903965776331,5.81224368706407,6.67524491875792,1,0,0,0.373,-0.666613797346751,-0.716867009798686,-0.993701219558715,-0.518230547507604,-0.557312061389287,-0.615584194660187,1,2.39789527279837,2011,2012,23.876953125,29.78515625,35.302734375,39.398193359375,43.5546875,46.8017578125,51.9775390625,57.1614563465118,59.08203125,58.935546875
479,4529,burundi,BDI,c39r13r103,-2.441159,30.470714,0,0,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/burundi_2010/00302.tif,13.509114,0,5.3832710724282,5.8783465641568,0,-4.60517018598809,-4.60517018598809,0,4.58553254278355,5.48314074912647,6.51906089893347,6.94659431837991,0,0,0,0.334,-1.07522298892339,-1.21750990549723,-1.44302554925283,-1.25198519229889,-1.06345731019974,-0.690474430720011,0,1.09861228866811,2008,2009,15.73486328125,15.655517578125,15.486653149128,15.5792236328125,15.205077826976801,14.8779302835464,14.9383544921875,14.680989086628,16.07666015625,17.76123046875
480,46428,sierra_leone,SLE,c204r1r3,8.6478,-10.98565,0,1.09861228866811,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00261.tif,37.49186,0.00268071951484266,3.34497970166393,8.05838286253548,0,-4.60517018598809,-4.60517018598809,1,4.21850861896798,6.46848455162708,0.49252032389242,6.56157554135462,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.83321334405622,2008,2009,14.94140625,15.14892578125,14.278157055378,15.8843994140625,15.681152045726801,16.0327151417732,16.5985107421875,17.95654296875,19.805908203125,21.35009765625
481,54248,zambia,ZMB,c255r1r2,-14.4482099787378,28.2526210113835,0,1.09861228866811,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/zambia_2007/00117.tif,17.712402,0,4.67432304467641,3.52909965155533,0,-4.60517018598809,-4.60517018598809,0,5.09003995623504,2.9181413594798,5.41825203404611,6.77542800876516,1,0,0,0.421,-0.814119587341944,-1.05153163274129,0.0145573392510413,-0.47407969335715,-0.491526628533999,-0.408870860934257,0,0.693147180559945,2002,2003,17.15087890625,18.719482421875,19.649250805378,22.467041015625,23.2592776417732,26.059570908546398,27.301025390625,31.4615875482559,36.38916015625,40.4296875
482,46569,sierra_leone,SLE,c204r2r5,9.14058,-12.88076,0,1.94591014905531,0.693147180559945,2002:2004,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00321.tif,15.683594,0,5.18794430906667,4.99724244550232,7.32712329225929,-4.60517018598809,-4.60517018598809,0,5.01332483493301,6.40934017294919,4.37647959857767,6.28374504200293,0,0,0,0.402,-0.743608395258586,-1.60114109516144,-1.72322332859039,-1.52024165789286,-1.30227609475453,-1.17140467961629,0,3.17805383034795,2002,2003,11.602783203125,13.9404296875,15.0390625,16.0491943359375,15.886230766773199,15.4760748147964,15.0177001953125,14.8681640625,16.839599609375,19.1162109375
483,4555,burundi,BDI,c39r15r117,-2.905014,29.811785,0,0,0,2005:2007,./data/dhs_tifs_c1_5k_3yr/burundi_2010/00238.tif,38.38501,0.00433799860646414,4.17007027275024,6.85329465851347,2.94443897916644,-4.60517018598809,-4.60517018598809,0,4.01152839870229,5.23964960176143,6.389676576344,6.98334873179261,0,0,0,0.334,-0.870818277200063,-1.41151801745097,-2.35078779856364,-1.20262010892232,-1.45399423440297,-1.20796287059784,0,0,2005,2006,25.927734375,29.2724609375,29.6793609857559,33.489990234375,33.9599609375,34.2871099710464,36.407470703125,36.2874358892441,39.208984375,42.7978515625
484,46659,sierra_leone,SLE,c204r3r9,7.99997,-11.81477,0,1.09861228866811,0.693147180559945,2005:2007,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00101.tif,15.32898,0,4.4933070928427,2.90943073312723,0,-4.60517018598809,-4.60517018598809,0,3.90372497892636,6.57313775739807,2.19037024472626,6.55261732425114,0,0,0,0.402,-0.854551434516907,-1.37531232833862,-0.762445926666259,-1.20603140195211,-1.2297883828481,-0.40428896745046,0,3.09104245335832,2005,2006,11.767578125,15.283203125,14.007568359375,14.202880859375,13.4130865335464,12.1875002980232,11.9964599609375,12.369791418314,13.775634765625,15.185546875
485,38313,niger,NER,c162r3r7,13.1105102649,2.91881038849,0,0,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/niger_1998/00023.tif,34.04541,0.00519178996684395,4.13569974790401,5.58975373002022,0,1.79342474854712,-4.60517018598809,0,4.61515356144562,5.01524316320715,5.87100556432655,6.612674106417,1,0,0,0.373,-0.666613797346751,-0.716867009798686,-0.993701219558715,-0.518230547507604,-0.557312061389287,-0.615584194660187,1,2.63905732961526,2011,2012,11.85302734375,11.4776611328125,11.307779699564,12.5701904296875,14.14794921875,15.7934576272964,17.8070068359375,19.193522632122,23.2421875,26.1474609375
486,4552,burundi,BDI,c39r10r85,-2.608449,30.047313,0,0,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/burundi_2010/00287.tif,22.729492,3.29186087427891e-5,5.21674571285422,6.10191552938097,0,-4.60517018598809,-4.60517018598809,0,4.01992021849718,5.389436073438,6.45602893569967,6.97565617963956,1,0,0,0.334,-1.12989791234334,-1.11219183603923,-1.51130012671153,-1.17680478096009,-1.13447880744934,-0.772482434908549,1,1.09861228866811,2011,2012,15.39306640625,17.352294921875,18.10302734375,18.3837890625,18.88427734375,19.0673828125,20.2392578125,22.13134765625,25.13427734375,28.759765625
487,38433,niger,NER,c162r7r31,14.35856332,1.25609568334,0,0,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/niger_1998/00151.tif,13.144532,0,5.15361267332539,4.30187111561856,0,-4.60517018598809,-4.60517018598809,0,4.66164996492778,5.67018146026118,5.57245574899753,6.79906805570391,0,0,0,0.444,-0.979385117689768,-1.08845002452532,0.00912163406610502,-0.76635268330574,-0.732017745574315,-0.329626808563868,0,1.09861228866811,2002,2003,12.3046875,12.615966796875,12.959797680378,13.055419921875,14.179687201976801,14.2822265625,14.019775390625,14.070637524128,16.741943359375,18.65234375
488,4582,burundi,BDI,c39r13r102,-2.883774,30.249559,0,0,0,2005:2007,./data/dhs_tifs_c1_5k_3yr/burundi_2010/00249.tif,18.457031,0,4.33365305038967,5.98175451410697,2.484906649788,-4.60517018598809,-4.60517018598809,0,4.46513865999077,5.24282798888551,6.43861936878682,6.94528738408826,0,0,0,0.334,-0.870818277200063,-1.41151801745097,-2.35078779856364,-1.20262010892232,-1.45399423440297,-1.20796287059784,0,0,2005,2006,14.794921875,15.216064453125,14.628092944622,15.6341552734375,15.673828125,14.7192388772964,15.8447265625,16.6015625,18.65234375,21.1181640625
489,46515,sierra_leone,SLE,c204r2r4,8.88797,-12.0318,0,1.6094379124341,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00293.tif,40.368652,0.00169179217500206,1.3609765531356,8.12627312229872,0,-4.60517018598809,-4.60517018598809,1,4.17966141124287,6.42885464415907,4.27343149703803,6.43609159866058,0,0,0,0.402,-0.900652468204498,-1.19285782178243,-0.255161508917808,-0.847987174987793,-0.935436129570007,-0.180269107222557,1,2.94443897916644,2011,2012,15.66162109375,17.523193359375,15.5517578125,15.6158447265625,15.668945014476801,15.6591802835464,16.339111328125,17.423503100872,20.654296875,23.73046875
490,46505,sierra_leone,SLE,c204r2r8,8.98421,-11.86091,0,1.6094379124341,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00304.tif,15.734863,0,3.96840333886425,4.08862144546685,0,-4.60517018598809,-4.60517018598809,1,4.2021281892003,6.40901712162292,4.24539762767132,6.45043389880091,0,0,0,0.402,-0.900652468204498,-1.19285782178243,-0.255161508917808,-0.847987174987793,-0.935436129570007,-0.180269107222557,1,3.40119738166216,2011,2012,16.58935546875,16.7236328125,16.324870288372,16.8243408203125,17.5097659230232,17.8857415914536,19.7509765625,23.095703125,26.025390625,27.880859375
491,38312,niger,NER,c162r3r7,13.4842849822,2.9759143974,0,0,0,2005:2007,./data/dhs_tifs_c1_5k_3yr/niger_1998/00045.tif,15.667725,0,4.69465535248763,4.29412447169645,0,-4.60517018598809,-4.60517018598809,0,4.54657404568618,4.80509069553799,5.93091954676667,6.66675225861347,1,0,0,0.444,-0.94140895207723,-0.753799120585124,-0.197543581326803,-0.728853762149811,-0.60624623298645,-0.183481231331825,0,0,2005,2006,12.0849609375,12.8082275390625,10.72998046875,12.9501342773438,13.3325189352036,14.226074516773199,12.646484375,14.0625,15.924072265625,18.8232421875
492,38477,niger,NER,c162r8r34,13.4318790308,8.43488225426,0,0,0,2005:2007,./data/dhs_tifs_c1_5k_3yr/niger_1998/00035.tif,22.485352,0.00196187469202489,4.8905579618865,5.53482476328459,0,-4.60517018598809,-4.60517018598809,0,5.50318471408336,4.87882649994147,5.55155872973291,6.19581675163582,1,0,0,0.444,-0.94140895207723,-0.753799120585124,-0.197543581326803,-0.728853762149811,-0.60624623298645,-0.183481231331825,0,1.09861228866811,2005,2006,22.7783203125,20.52001953125,17.537434399128,15.5059814453125,16.56494140625,15.7373040914536,17.6727294921875,18.452961742878,21.30126953125,24.5361328125
493,46665,sierra_leone,SLE,c204r3r10,7.38907341238252,-12.5119963977581,0,1.09861228866811,0,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00010.tif,15.120442,0,5.57746310797753,3.71299556337965,0,-4.60517018598809,-4.60517018598809,0,4.97418783859709,6.67221335130404,4.30994991345698,6.54384404691058,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.07944154167984,2008,2009,18.66455078125,20.660400390625,25.1057952642441,20.9075927734375,19.6997076272964,18.1298822164536,18.072509765625,17.5048828125,18.792724609375,20.41015625
494,38338,niger,NER,c162r4r17,13.4273273464,8.2824862503,0,0,0,2002:2004,./data/dhs_tifs_c1_5k_3yr/niger_1998/00033.tif,17.932129,0,5.41432104230434,4.83667659370537,0,-4.60517018598809,-4.60517018598809,0,5.44480904314325,4.7827343134712,5.49785360921119,6.2233649173748,0,0,0,0.444,-0.979385117689768,-1.08845002452532,0.00912163406610502,-0.76635268330574,-0.732017745574315,-0.329626808563868,0,2.19722457733622,2002,2003,22.65625,20.068359375,16.650390625,14.68505859375,14.948730170726801,14.570312201976801,14.5599365234375,15.421549975872,16.766357421875,18.9453125
495,46432,sierra_leone,SLE,c204r1r2,7.75758,-11.19484,0,1.09861228866811,0.693147180559945,2008:2010,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00041.tif,19.608562,0,3.61899332664977,4.64227288929231,0,-4.60517018598809,-4.60517018598809,1,4.12099184815234,6.60894282841188,3.77234515872007,6.51714359892698,1,0,0,0.402,-1.01032588879267,-1.20699528853098,-0.281843258688847,-1.11140918731689,-1.04590759674708,-0.358667959769567,0,2.70805020110221,2008,2009,13.232421875,14.862060546875,14.766438305378,15.020751953125,15.058593451976801,14.506836235523199,15.31982421875,15.169270336628,17.608642578125,19.53125
496,46502,sierra_leone,SLE,c204r2r4,8.81951,-12.00652,0,1.6094379124341,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00283.tif,18.273926,0,3.55877076876692,3.68453065120817,0,-4.60517018598809,-4.60517018598809,1,4.05556574539002,6.44052942565659,4.37924921765483,6.44637560791582,0,0,0,0.402,-0.900652468204498,-1.19285782178243,-0.255161508917808,-0.847987174987793,-0.935436129570007,-0.180269107222557,1,2.94443897916644,2011,2012,15.966796875,18.060302734375,15.421549975872,17.0013427734375,16.6918948292732,16.19873046875,16.9036865234375,17.435710132122,20.074462890625,23.33984375
497,46595,sierra_leone,SLE,c204r2r4,9.04787999999999,-12.13963,0,1.6094379124341,0,2011:2013,./data/dhs_tifs_c1_5k_3yr/sierra_leone_2008/00310.tif,17.327881,0,4.95215836433728,4.37515497533945,0,-4.60517018598809,-4.60517018598809,1,4.45737539397541,6.40216453703538,3.94899859196673,6.40489154393625,0,0,0,0.402,-0.900652468204498,-1.19285782178243,-0.255161508917808,-0.847987174987793,-0.935436129570007,-0.180269107222557,1,2.94443897916644,2011,2012,14.35546875,18.4814453125,17.167155444622,15.9393310546875,16.2207037210464,15.80810546875,16.0003662109375,16.304524242878,18.44482421875,20.361328125
